Document,Terme,Frequence,Poid
76,count,3,0.9241678818936446
76,cit,2,0.3754083305224254
76,bas,1,0.10742637015814634
76,publ,1,0.13467378554525242
76,select,1,0.1617466180516684
76,wid,1,0.21669719038787721
76,conclud,1,0.2091185063897897
76,access,1,0.21581028879582198
76,divers,2,0.6463105246445584
76,nee,1,0.13868386992659837
76,supply,1,0.2659547027911062
76,new,1,0.1391760169533527
76,idea,1,0.26783667937934286
76,read,1,0.1772829480961227
76,reflect,1,0.24952668402636136
76,adequ,1,0.24666782382619173
76,indirect,1,0.34812109399230917
76,mean,1,0.1709202415873832
76,cur,1,0.17049048942856043
76,cont,1,0.19365371714357832
76,current-awareness,1,0.42724684756573506
76,purpos,1,0.17680561058202326
76,build,1,0.2659547027911062
76,fil,1,0.1877041652612127
76,gen,1,0.12384197133417085
76,88%,1,0.5274417026557161
76,ind,1,0.18602441660262647
76,decreas,1,0.33211679354308343
76,predict,1,0.2717621913850288
76,30%,1,0.47731956282631005
76,import,1,0.16964013808280504
76,includ,1,0.16211713398563282
76,80%,1,0.4480205119009414
77,effect,1,0.2415188532625337
77,autom,4,1.0413926851582251
77,gen,3,0.5572888710037689
77,weight,2,0.9047066575053946
77,link,2,0.834309422408372
77,mech,1,0.33342921049479646
77,index,3,0.621882825725431
77,work,1,0.20373333365471574
77,concern,1,0.2519624311082306
77,stat,2,0.3980024880972857
77,evalu,2,0.4863514019568985
77,output,2,0.744246579873538
77,medico,1,0.7159793442394651
77,method,1,0.20269526905072088
77,describ,1,0.17815283346205857
77,test,1,0.29237147311428857
77,design,1,0.23417842650376652
77,prim,1,0.30902229718274166
77,examin,1,0.28502496917164327
77,valid,1,0.4107179201092812
77,assum,1,0.34750574073407503
77,form,1,0.19270065166537448
77,bas,1,0.1611395552372195
77,algorithm,1,0.4240162534231529
77,develop,1,0.17171342680321677
77,comput,1,0.21178604744203444
77,term,1,0.23170106527309633
77,mod,1,0.3581277935724586
77,also,1,0.2278807886322016
77,includ,1,0.24317570097844926
77,comparison,1,0.35092308439028225
77,ful,1,0.34420124825492365
77,text,1,0.30789260137312785
77,process,1,0.2198682542528137
77,abstract,1,0.27986896022669944
77,sum,1,0.3961842564554451
77,artic,1,0.266646087245519
78,on-line,1,0.2339487229268548
78,access,1,0.21581028879582198
78,inform,2,0.16893064179562758
78,nsf,3,1.3440615357028243
78,aid,1,0.2525111900305179
78,index,6,0.8291771009672413
78,catalog,2,0.35079138912172075
78,ad,1,0.25100256572981905
78,docu,3,0.41605160977979516
78,collect,3,0.47139967904870855
78,choos,1,0.32749439580518297
78,repres,1,0.19001664611442884
78,mak,3,0.4943355408946377
78,evid,1,0.2605994725872558
78,cont,1,0.19365371714357832
78,rel,1,0.11943811296167635
78,already,1,0.28035265826978695
78,toward,2,0.43886454662732866
78,end,1,0.2589034403783748
78,negoty,1,0.3979971199869109
78,search,2,0.2954451542960255
78,facil,3,0.834309422408372
78,poss,1,0.16137843858685905
78,indexer-controlled,1,0.5274417026557161
78,retriev,2,0.25897143191322847
78,dat,2,0.2499186262747261
78,bas,1,0.10742637015814634
78,us,3,0.2235981400042896
78,tool,1,0.2351176270367737
78,beyond,1,0.3231552623222792
78,avail,1,0.1854744414144849
78,tradit,1,0.2425938430703996
78,bibliograph,1,0.15921696079972453
78,design,1,0.156118951002511
78,philosoph,1,0.27592431130785633
78,off,1,0.19885409972574358
78,framework,1,0.2826775022821019
78,guid,1,0.2425938430703996
78,allow,1,0.25100256572981905
78,freedom,1,0.47731956282631005
78,judg,1,0.2589034403783748
78,help,1,0.2203698824556532
78,decid,1,0.21072800165630592
78,exampl,1,0.19751347629656063
78,ind,1,0.18602441660262647
78,might,1,0.2351176270367737
78,also,1,0.15192052575480106
78,show,1,0.20091947971697924
78,display,1,0.3080559606312149
78,form,1,0.12846710111024964
78,command,1,0.4480205119009414
78,langu,1,0.18602441660262647
78,promot,1,0.33211679354308343
78,interact,1,0.2339487229268548
78,discuss,1,0.13628864263298174
78,direct,1,0.19885409972574358
78,clear,1,0.24952668402636136
78,would,1,0.1854744414144849
78,eq,1,0.27810314080279064
79,comput,1,0.21178604744203444
79,select,1,0.24261992707750263
79,keyword,3,1.2940836749007305
79,us,4,0.4471962800085792
79,word-frequency,1,0.7911625539835742
79,analys,1,0.1849387148673344
79,stat,4,0.7960049761945714
79,bas,1,0.1611395552372195
79,method,2,0.40539053810144177
79,autom,1,0.2603481712895563
79,ident,1,0.31016535277857327
79,machine-readabl,1,0.4523533287526973
79,text,1,0.30789260137312785
79,develop,1,0.17171342680321677
79,produc,4,0.9638938951155056
79,list,4,1.1772034094250488
79,agr,1,0.44780566480785056
79,bet,2,0.7317742237651943
79,composit,1,0.541829333687044
79,panel,2,1.3440615357028243
79,hum,2,0.6727791973375324
79,index,3,0.621882825725431
79,fiv,1,0.3989320541866594
79,criter,2,0.7530076971894571
79,prevy,2,0.6950114814681501
79,suggest,2,0.5247987424445415
79,also,1,0.2278807886322016
79,individ,1,0.3067759723941536
79,memb,1,0.3581277935724586
79,mak,1,0.24716777044731886
79,in-document,1,0.7911625539835742
79,word-occurrence,1,0.7911625539835742
79,frequ,3,0.9916644710504394
79,in-corpus,2,1.5823251079671483
79,rel,2,0.35831433888502906
79,occur,3,1.3057104032722253
79,meas,1,0.25834244392168887
79,word,3,0.9041376587264066
79,import,1,0.2544602071242076
79,crit,1,0.3173219584217686
79,comp,1,0.2741933014497228
79,perform,1,0.26737349466112326
79,rank,1,0.4205289874046805
79,correl,1,0.4205289874046805
79,simpl,1,0.33944105858889867
79,count,1,0.4620839409468223
79,found,1,0.2868086297583019
79,supery,1,0.5969956799803664
79,four,1,0.35092308439028225
79,mad,1,0.22557751264204817
79,test,1,0.29237147311428857
79,conduc,1,0.3491998447605579
79,19,1,0.5803330184572565
79,docu,1,0.20802580488989758
79,deal,1,0.3160920024844589
79,subject,1,0.2173593988222956
79,inform,2,0.2533959626934414
79,sci,1,0.15901511112372405
79,tot,1,0.33342921049479646
79,66,1,0.6720307678514121
79,000,1,0.40175501906901434
79,seventeen,1,0.6408702713486026
79,repres,1,0.28502496917164327
79,eight,1,0.48473289348341886
79,diff,1,0.22929339375772642
79,cent,1,0.26379305481598
79,particip,1,0.40175501906901434
79,expery,1,0.2260331778347396
80,graph,4,1.7570454614537385
80,catalog,2,0.5261870836825812
80,card,4,1.488493159747076
80,index,2,0.41458855048362064
80,improv,1,0.2841456794430019
80,access,2,0.6474308663874659
80,maint,1,0.48473289348341886
80,art,2,0.8868932224905968
80,slid,3,2.3734876619507226
80,unit,1,0.30567212679365585
80,stat,1,0.19900124404864286
80,milit,1,0.541829333687044
80,academy,1,0.6167169050885274
80,libr,1,0.13548815655691365
80,west,1,0.5969956799803664
80,point,1,0.28591256978496676
80,model,1,0.296270214444841
80,im,1,0.6408702713486026
80,design,1,0.23417842650376652
80,pertin,1,0.5055923619611987
80,ident,1,0.31016535277857327
80,inform,2,0.2533959626934414
80,display,1,0.4620839409468223
80,direct,1,0.2982811495886154
80,black-and-white,1,0.7911625539835742
80,opaqu,1,0.7911625539835742
80,photo,1,0.7911625539835742
80,also,1,0.2278807886322016
80,key-punched,1,0.7911625539835742
80,serv,1,0.18576295700125628
80,ampl,1,0.6408702713486026
80,comparison,1,0.35092308439028225
80,ref,1,0.25382918952102645
80,prevy,1,0.34750574073407503
80,handl,1,0.36193302883527134
80,produc,1,0.2409734737788764
80,subject-arranged,1,0.7911625539835742
80,permut,1,0.6167169050885274
80,book,1,0.19422857393492138
80,form,2,0.38540130333074896
80,lat,1,0.3348983477008355
80,permit,1,0.4138864669617845
80,approach,1,0.26592442214418405
80,geograph,1,0.5803330184572565
80,are,1,0.3379036103833587
80,nam,1,0.36792357206027226
80,tim,2,0.4539038883508077
80,origin,2,0.6371352606656108
80,school,1,0.37429002603954203
80,styl,1,0.5315549968923262
80,etc,1,0.4107179201092812
80,ad,1,0.3765038485947286
80,adv,1,0.27498315946600554
80,common,1,0.36193302883527134
80,kind,3,1.013710831150076
80,collect,1,0.23569983952435428
80,detail,1,0.29727038231994374
80,estim,1,0.37429002603954203
80,cost,1,0.26379305481598
80,photo-reproduction,1,0.7911625539835742
80,vary,1,0.20765921044742314
80,cop,1,0.4205289874046805
80,comput,1,0.21178604744203444
80,mat,1,0.25834244392168887
80,list,1,0.2943008523562622
80,fut,1,0.30350169701850216
80,benefit,1,0.427624174963305
80,consist,1,0.34420124825492365
80,un,1,0.3935078169319297
80,system,1,0.1417202799261823
80,object,1,0.2943008523562622
80,dissemin,1,0.3379036103833587
80,network,1,0.3458398384706152
80,structure,1,0.2734101321108023
80,ind,1,0.2790366249039397
80,maj,1,0.26239937122227075
80,goal,1,0.3935078169319297
81,index,9,0.8291771009672413
81,consist,5,0.7648916627887192
81,qual,3,0.49056476274702965
81,meas,2,0.22963772793039008
81,develop,1,0.07631707857920746
81,bas,1,0.07161758010543089
81,conceiv,1,0.1075856257245727
81,fuzzy-sets,1,0.35162780177047737
81,assign,1,0.17984767697346168
81,high,1,0.12994287693968382
81,valu,2,0.2582049561914378
81,agr,1,0.19902473991460023
81,import,1,0.1130934253885367
81,term,1,0.10297825123248726
81,work,1,0.09054814829098477
81,exhaust,3,0.6549887916103659
81,also,1,0.10128035050320071
81,propos,1,0.13536924009613296
81,expery,1,0.10045919014877315
81,dat,1,0.08330620875824203
81,pres,1,0.08280778044322089
81,certain,1,0.1334823752937834
81,categ,1,0.16733504381987935
81,comp,1,0.12186368953321014
81,analys,2,0.1643899687709639
81,lead,1,0.16352158758234323
81,conclud,1,0.13941233759319313
81,increas,1,0.1258998026585131
81,inform,2,0.11262042786375172
81,result,1,0.08659923967750431
81,group,1,0.11981823720378286
81,process,1,0.09771922411236164
81,analog,1,0.23208072932820611
81,bradford,1,0.20104592389008769
81,law,3,0.5912621483270645
81,scat,1,0.2053706404208099
81,lotk,1,0.29868034126729426
81,sci,1,0.07067338272165513
81,produc,1,0.10709932167950062
81,zipf,1,0.2362466652854783
81,vocab,1,0.18117479425668587
81,distribut,1,0.14214640220441882
82,interindex,4,2.5317201727474377
82,consist,5,1.3768049930196946
82,hobgoblin,1,0.6329300431868594
82,oft,1,0.28214115244412846
82,assum,2,0.55600918517452
82,amount,1,0.3067590319538872
82,expery,1,0.1808265422677917
82,giv,1,0.17796405262866538
82,method,1,0.16215621524057672
82,index,4,0.6633416807737931
82,somehow,1,0.4933735240708219
82,ind,1,0.22322929992315177
82,qual,3,0.8830165729446534
82,expl,1,0.2679186781606684
82,two,1,0.1769213162595861
82,hypothes,2,0.6728463798474889
82,stat,1,0.1592009952389143
82,concern,1,0.20156994488658447
82,poss,1,0.19365412630423087
82,connect,1,0.3012030788757829
82,spec,1,0.1571356412481016
82,counter-example,1,0.6329300431868594
82,exhibit,1,0.44255585727018637
82,show,1,0.2411033756603751
82,invalid,1,0.5126962170788821
82,although,1,0.2835687555993049
82,mathem,1,0.2679186781606684
82,analys,1,0.14795097189386752
82,counterexampl,1,0.6329300431868594
82,yield,1,0.35824453184628047
82,certain,1,0.24026827552881014
82,insight,1,0.404473889568959
82,gen,1,0.14861036560100502
82,rel,2,0.28665147110802325
82,success,1,0.27800459258726
82,retriev,1,0.15538285914793712
82,subtl,1,0.5126962170788821
82,might,1,0.28214115244412846
82,expect,1,0.30301342803662157
82,conclud,1,0.25094220766774766
82,equ,1,0.3364231899237444
82,describ,1,0.14252226676964685
82,der,1,0.27280211961539863
82,meas,1,0.2066739551373511
82,inter-index,1,0.572783475391572
82,littl,1,0.2943388576482178
82,mean,1,0.20510428990485985
82,clu,1,0.4334634669496352
83,cost,3,1.05517221926392
83,analys,1,0.24658495315644585
83,docu,1,0.27736773985319674
83,surrog,1,0.8960410238018828
83,lit,3,0.8744173870959949
83,review,2,0.7672354708355439
83,state-of-th,1,0.9546391256526201
83,art,1,0.5912621483270645
83,class,1,0.33191405895248616
83,catalog,1,0.35079138912172075
83,index,1,0.27639236698908043
83,abstract,1,0.3731586136355992
83,includ,1,0.32423426797126564
83,found,2,0.764823012688805
83,dat,1,0.2499186262747261
83,spec,1,0.2618927354135026
83,avail,2,0.7418977656579396
83,gen,1,0.2476839426683417
83,lack,1,0.5751482999558801
83,point,1,0.381216759713289
83,view,1,0.42814357794817315
83,acc,1,0.5856818204845795
83,complet,1,0.43162057759164396
83,consist,1,0.45893499767323154
84,independ,2,0.427624174963305
84,agr,1,0.22390283240392528
84,resolv,4,1.0271296972678972
84,disagr,4,1.2817405426972053
84,answer-providing,3,1.0080461517771182
84,docu,8,0.8321032195595903
84,eighty-two,1,0.3955812769917871
84,30,1,0.270914666843522
84,quest,2,0.2782116621217274
84,rel,1,0.08957858472125727
84,area,1,0.1681947993343831
84,comp,1,0.1370966507248614
84,find,1,0.14251248458582164
84,answ,2,0.3765038485947286
84,infer,2,0.5803330184572565
84,two,1,0.11057582266224131
84,judg,3,0.5825327408513434
84,expert,1,0.23104197047341116
84,mad,1,0.11278875632102409
84,comparison,1,0.17546154219514112
84,discuss,3,0.30664944592420895
84,attempt,1,0.13788990669321424
84,cas,2,0.30350169701850216
84,posit,1,0.18714501301977102
84,first,1,0.12186751020098409
84,ask,1,0.2138120874816525
84,ind,1,0.13951831245196986
84,pass,2,0.47860048223887525
84,depend,1,0.18938339252288847
84,detail,1,0.14863519115997187
84,gen,1,0.09288147850062814
84,proc,1,0.14571065234792258
84,us,1,0.0558995350010724
84,wheth,1,0.19417758028378113
84,reduc,1,0.19544960444044185
84,famili,1,0.24908759515731257
84,kind,1,0.16895180519167935
84,sci,1,0.07950755556186202
84,mean,1,0.1281901811905374
84,stat,1,0.09950062202432143
84,correct,2,0.4240162534231529
84,inf,1,0.2657774984461631
84,seem,1,0.16388088955268815
84,bet,1,0.18294355594129857
84,tre,1,0.1729199192353076
84,relev,1,0.13993448011334972
84,subject,1,0.1086796994111478
84,op,1,0.1139403943161008
84,rat,1,0.1652774118417399
85,inform,9,0.5067919253868828
85,sci,8,0.565387061773241
85,toward,1,0.14628818220910955
85,develop,2,0.1526341571584149
85,tru,4,0.7737543130502075
85,disciplin,1,0.15596581528456988
85,point,2,0.254144506475526
85,consid,1,0.09771922411236164
85,simil,1,0.14819076021990954
85,phys,2,0.2736823123316692
85,chem,1,0.1266777640762859
85,must,1,0.13734324319232963
85,set,1,0.12628696864133418
85,conceiv,1,0.1075856257245727
85,analys,1,0.08219498438548195
85,express,1,0.15444699588181113
85,apply,1,0.10190817500343397
85,flow,1,0.1760818917579756
85,gen,2,0.16512262844556114
85,way,2,0.2363772641281636
85,sev,2,0.2465724007606573
85,prevy,1,0.15444699588181113
85,pap,3,0.2698029813713619
85,auth,1,0.11225793670242565
85,colleagu,1,0.23208072932820611
85,describ,1,0.07917903709424824
85,model,4,0.5267026034574951
85,system,1,0.06298679107830324
85,wid,1,0.14446479359191813
85,perhap,1,0.1854020938685271
85,univers,1,0.10709932167950062
85,appl,2,0.37380354435971597
85,elab,1,0.21832959720345532
85,ind,1,0.12401627773508431
85,rang,1,0.17855778625289526
85,funda,1,0.16834079335367863
85,quant,2,0.39045454698971965
85,defin,2,0.2717085571499163
85,spec,2,0.17459515694233507
85,allow,1,0.16733504381987935
85,bas,1,0.07161758010543089
85,necess,1,0.13585427857495816
85,requir,2,0.22847079847245522
85,us,1,0.04968847555650879
85,definit,1,0.16085912392678725
85,goal,1,0.17489236308085765
85,curricul,1,0.22825104383731046
85,thu,1,0.15519993100469237
85,est,1,0.13036944920139212
85,within,1,0.12827855191677873
85,context,1,0.16834079335367863
85,dat,1,0.08330620875824203
85,valu,1,0.1291024780957189
85,decid,1,0.14048533443753727
85,mak,1,0.10985234242103059
85,quantit,1,0.1737329817248372
85,meas,2,0.22963772793039008
85,obtain,1,0.13536924009613296
85,rel,1,0.07962540864111757
85,observ,1,0.16834079335367863
85,act,1,0.0966041772543536
86,comparison,1,0.1403692337561129
86,keyword,4,0.6901779599470563
86,titl,3,0.3262361316040844
86,index,10,0.8291771009672413
86,singl,3,0.432014983003224
86,access,4,0.5179446931099728
86,point,4,0.45746011165594685
86,per,4,0.6213682569080996
86,docu,6,0.49926193173575417
86,alphabet,4,0.7237653260043158
86,subject,4,0.347775038115673
86,two,1,0.08846065812979305
86,collect,1,0.09427993580974171
86,3,1,0.12692878336870744
86,204,1,0.3164650215934297
86,field,1,0.09387303432610773
86,chem,2,0.22801997533731463
86,test-searched,1,0.3164650215934297
86,without,1,0.1351614441533435
86,ad,1,0.15060153943789145
86,search,5,0.4431677314440383
86,13,1,0.20887265639538552
86,gradu,1,0.171049669985322
86,stud,1,0.1339593390803342
86,us,1,0.04471962800085792
86,55,1,0.24668676203541096
86,quest,2,0.2225693296973819
86,result,2,0.15587863141950778
86,charact,1,0.10386985420151684
86,term,1,0.09268042610923855
86,recal,2,0.3048647972309037
86,precid,2,0.3237258185522311
86,tim,2,0.1815615553403231
86,stat,1,0.07960049761945714
86,sign,2,0.22126669841824792
86,diff,1,0.09171735750309057
86,multipl,1,0.19927007612585007
86,bet,1,0.14635484475303887
86,on,1,0.07419488208442518
86,relev,1,0.11194758409067979
87,cor,2,1.260809715362709
87,nurs,3,2.5634810853944106
87,libr,2,0.3613017508184364
87,practit,2,1.3099775832207319
87,follow,1,0.3990703068637639
87,book,3,0.7769142957396855
87,journ,3,1.0523741673651623
87,suggest,1,0.349865828296361
87,ref,1,0.3384389193613686
87,mat,2,0.6889131837911703
87,suppl,1,0.6031377716702631
87,select,1,0.3234932361033368
87,expert,2,1.2322238425248595
87,part,1,0.3604563773986001
87,unit,1,0.40756283572487445
87,stat,1,0.2653349920648571
87,purpos,1,0.35361122116404653
87,let,1,0.6230772399103254
87,commun,1,0.3102445917621006
87,hospit,1,0.6549887916103659
87,know,1,0.5912621483270645
87,weal,1,0.7737773579430086
87,print,1,0.46559979301407717
87,would,1,0.3709488828289698
87,opin,1,0.5856818204845795
87,us,1,0.14906542666952638
87,espec,1,0.5476238934790416
87,fund,1,0.5856818204845795
87,spac,1,0.5751482999558801
87,limit,1,0.43162057759164396
88,pattern,1,0.3148773895116402
88,nam,4,1.471694288241089
88,ord,4,1.133098223926618
88,among,1,0.29930273014782294
88,auth,4,1.0103214303218309
88,sci,4,0.6360604444948962
88,pap,1,0.20235223602852143
88,study,1,0.17545995052595345
88,soc,1,0.27263354672703266
88,symbol,3,1.3713191421158273
88,ambigu,2,1.160666036914513
88,increas,2,0.566549111963309
88,collab,1,0.5055923619611987
88,vis,2,1.0111847239223974
88,individ,2,0.6135519447883072
88,role-performanc,2,1.4319586884789302
88,dimin,1,0.6167169050885274
88,adapt,1,0.45710638070527576
88,dev,1,0.36588711188259715
88,rel,1,0.17915716944251453
88,contribut,4,1.3900229629363001
88,research,3,0.5271020579169465
88,interview,1,0.4523533287526973
88,nobel,1,0.6167169050885274
88,laur,3,1.9226108140458078
88,comparison,1,0.35092308439028225
88,name-order,1,0.7911625539835742
88,pract,1,0.25134875797167655
88,suggest,1,0.26239937122227075
88,mak,1,0.24716777044731886
88,evalu,1,0.24317570097844926
88,difficult,1,0.4205289874046805
88,prob,1,0.35092308439028225
88,model,1,0.296270214444841
88,expect,1,0.37876678504577693
88,distribut,1,0.3198294049599424
88,us,1,0.1117990700021448
88,meas,1,0.25834244392168887
88,pref,2,0.8785227307268693
88,particul,1,0.2544602071242076
88,sequ,1,0.46730792993274406
88,vary,1,0.20765921044742314
88,emin,4,2.5634810853944106
88,assum,1,0.34750574073407503
88,list,1,0.2943008523562622
88,valu,1,0.2904805757153675
88,first-authors,1,0.7911625539835742
88,oft,3,1.0580293216654817
88,fact,1,0.23569983952435428
88,instead,1,0.4912415937077745
88,exerc,1,0.5315549968923262
88,nobless,2,1.4319586884789302
88,oblig,2,1.131818034294054
88,giv,1,0.2224550657858317
88,credit,1,0.7159793442394651
88,less,1,0.33944105858889867
88,co-workers,1,0.7159793442394651
88,grow,1,0.2933312607031323
88,priz,1,0.6720307678514121
88,laureates-to-be,1,0.7911625539835742
88,forego,1,0.7159793442394651
88,first-authorship,1,0.7911625539835742
88,yet,1,0.40175501906901434
88,unrecogn,1,0.7159793442394651
88,howev,1,0.28771330156332897
88,limit,1,0.32371543319373297
88,prize-winning,1,0.7911625539835742
89,profess,1,0.10562930026013365
89,stand,1,0.19702884861347056
89,receiv,6,0.7982991531983937
89,sci,11,0.6360604444948962
89,discovery,4,0.7354070719435618
89,matthew,4,1.0414245007119491
89,effect,4,0.351300150200049
89,occ,1,0.1644921195464354
89,diff,2,0.16675883182380105
89,recognit,1,0.15291963178352017
89,particul,1,0.09253098440880277
89,contribut,1,0.1263657239033
89,depend,2,0.27546675276056504
89,loc,4,0.4892939617000236
89,stratification,5,1.1213034637973225
89,system,4,0.2061385889835379
89,merton,1,0.2443748246732408
89,origin,1,0.11584277466647469
89,introduc,1,0.11723741168554884
89,conceiv,2,0.17604920573111899
89,explain,1,0.14714809934192322
89,alloc,1,0.16803052398066268
89,credit,1,0.2603561251779873
89,among,1,0.10883735641739016
89,auth,4,0.36738961102612033
89,multipl,1,0.18115461465986368
89,collab,2,0.3677035359717809
89,pap,10,0.735826312830987
89,gen,1,0.06755016618227501
89,apply,1,0.08337941591190053
89,work,4,0.29633939440685925
89,op,2,0.16573148264160117
89,eq,3,0.4550778667682029
89,qual,4,0.535161559360396
89,influ,3,0.39483603145665963
89,test,1,0.10631689931428676
89,hypothes,1,0.15291963178352017
89,dat,4,0.2726385013906103
89,drawn,1,0.15826792766936065
89,sev,1,0.10087052758390527
89,study,3,0.19141085511922193
89,simil,1,0.12124698563447145
89,design,1,0.0851557914559151
89,control,1,0.11320802583606411
89,numb,1,0.08252797970014686
89,cit,1,0.10238409014247965
89,tim,5,0.41263989850073424
89,2,3,0.31386905625090433
89,en,1,0.1597314055867035
89,us,1,0.0406542072735072
89,look,1,0.15826792766936065
89,group,1,0.09803310316673144
89,judg,1,0.14122005838820445
89,rough,1,0.21103018852991146
89,see,1,0.1597314055867035
89,wheth,1,0.14122005838820445
89,1,1,0.10057577200829451
89,upon,1,0.12343311221414498
89,vary,3,0.22653732048809794
89,aspect,1,0.10737470484672862
89,ind,2,0.20293572720286526
89,assess,1,0.13691049039808312
89,import,1,0.09253098440880277
89,determin,1,0.10177053099152707
89,init,1,0.1568586272606946
89,howev,1,0.10462301875030144
89,spee,2,0.3572666136056542
89,diffus,3,0.6034852599138905
89,reput,2,0.4887496493464816
89,bas,1,0.05859620190444346
89,past,1,0.12287404013940317
89,heavy,1,0.17403653899595464
89,util,1,0.11771470297953926
89,new,1,0.07591419106546511
89,also,2,0.16573148264160117
89,prestigy,1,0.2603561251779873
89,point,1,0.10396820719453337
89,soc,1,0.09913947153710279
89,includ,2,0.176855055257054
89,emin,1,0.23304373503585551
89,meas,1,0.09394270688061414
89,receipt,1,0.21103018852991146
89,award,1,0.21103018852991146
89,pres,1,0.06775182036263527
89,top,2,0.27063511995401385
89,writ,1,0.1145008689133237
89,high-ranking,1,0.2876954741758452
89,lik,1,0.11969033089836237
89,wid,1,0.11819846748429667
89,ear,2,0.2539635234622239
89,low,1,0.16803052398066268
89,rank,1,0.15291963178352017
89,serv,1,0.06755016618227501
89,foc,1,0.16993015633917966
89,at,1,0.12457786245817717
89,little-known,1,0.2876954741758452
89,men,1,0.17403653899595464
89,high,1,0.10631689931428676
89,increas,1,0.10300892944787438
89,retroact,1,0.2876954741758452
89,vis,1,0.18385176798589045
89,go,1,0.18385176798589045
89,gre,1,0.10332570161563706
89,fam,1,0.2242606927594645
89,discuss,1,0.07433925961799005
89,relev,1,0.10177053099152707
89,resist,1,0.23304373503585551
90,involv,1,0.09880236414188613
90,comput,3,0.19549481302341642
90,person,3,0.3133302079282142
90,libr,13,0.5419526262276546
90,us,6,0.2063982830808827
90,fac,1,0.12542870371616716
90,complex,1,0.11136400887239119
90,monolith,1,0.24343463199494592
90,arrang,2,0.24055335931131305
90,entry,1,0.11196638910941521
90,catalog,1,0.0809518590280894
90,book,1,0.05976263813382197
90,shelv,1,0.15556688060344576
90,class,3,0.22978665619787508
90,effort,1,0.09543549316263793
90,mad,1,0.06940846542832252
90,list,1,0.09055410841731144
90,titl,1,0.08365029015489343
90,volum,1,0.09880236414188613
90,individ,4,0.37757042756203524
90,unident,1,0.24343463199494592
90,exceiv,1,0.12734968214208756
90,smal,2,0.21595266731709678
90,fract,1,0.18369097845549737
90,perc,1,0.12274832436512598
90,consult,1,0.13778635840241557
90,ref,1,0.07810128908339276
90,remain,1,0.12274832436512598
90,nameless,1,0.24343463199494592
90,howev,2,0.17705433942358706
90,superb,1,0.24343463199494592
90,abl,1,0.11320725294162225
90,tre,1,0.10641225799095853
90,ev,2,0.17070396975737814
90,possess,1,0.14914858261028274
90,pot,1,0.1049238921597687
90,en,1,0.1351573431887491
90,big,1,0.18369097845549737
90,recapt,1,0.24343463199494592
90,hum,1,0.10350449189808192
90,qual,1,0.11320725294162225
90,depr,1,0.22030133668906618
90,sint,1,0.09209314773779168
90,day,1,0.1421796741374838
90,one-librarian,1,0.24343463199494592
90,rehum,1,0.24343463199494592
90,contribut,1,0.10692484330279232
90,mak,2,0.15210324335219622
90,develop,1,0.05283490055483593
90,modern,1,0.12190284814013695
90,socy,1,0.11516616185832063
90,forc,1,0.1263747446490096
90,est,1,0.09025577252404071
90,new,1,0.06423508474770125
90,object,2,0.1811082168346229
90,contemp,1,0.14914858261028274
90,liv,1,0.14914858261028274
90,inform,2,0.07796798852105889
90,bas,1,0.04958140161145216
90,phenomenon,1,0.15328467394296158
90,outmod,1,0.24343463199494592
90,ven,1,0.24343463199494592
90,conceiv,1,0.07448235627085803
90,funct,1,0.08909203428048562
90,spec,1,0.06043678509542369
90,already,1,0.12939353458605554
90,must,2,0.1901675674970718
90,particip,1,0.12361692894431212
90,cult,1,0.13778635840241557
90,act,1,0.0668798150222448
90,commun,1,0.071594905791254
90,rath,1,0.1017091765179938
90,mer,1,0.13644511115239952
90,avail,1,0.08560358834514689
90,torpid,1,0.24343463199494592
90,serv,1,0.05715783292346347
90,look,1,0.13391901572022824
90,forward,1,0.15328467394296158
90,supply,1,0.12274832436512598
90,nee,1,0.06400793996612233
90,imposs,1,0.19719085272264697
90,attain,1,0.166716718057552
90,techn,1,0.06205248761306217
91,william,2,2.6881230714056485
91,wilkin,2,3.1646502159342966
91,gre,1,0.5682913588860038
91,leap,1,1.4319586884789302
91,backward,1,1.5823251079671483
91,artic,1,0.533292174491038
91,contain,1,0.6983996895211158
91,cal,1,0.6950114814681501
91,act,1,0.4347187976445912
91,particip,1,0.8035100381380287
91,seg,1,1.0443632819769275
91,libr,1,0.2709763131138273
91,educ,1,0.6180445943654833
91,commun,1,0.46536688764315093
91,controversy,1,1.160666036914513
91,effort,1,0.6203307055571465
91,achiev,1,0.7621619930772592
91,appropry,1,0.7162555871449172
91,copyright,1,1.1063896431754658
91,revid,1,0.9963503806292503
92,oclc,5,1.7620483002529355
92,sometim,1,0.28467153732264294
92,seem,2,0.3745848904061443
92,libr,7,0.5419526262276546
92,world,1,0.19222262781072355
92,divid,1,0.23293902118716753
92,two,1,0.1263723687568472
92,camp,2,0.6192335242137645
92,know,1,0.2533980635687419
92,thing,2,0.5614189642374565
92,cal,1,0.19857470899090002
92,keep,1,0.24870674348042385
92,pop,1,0.2558889513187717
92,round,1,0.35240966005058705
92,acronym,2,0.9041857759812275
92,convers,1,0.30961676210688227
92,certain,1,0.17162019680629295
92,bromid,1,0.45209288799061376
92,effervesc,1,0.45209288799061376
92,plain,1,0.40913105385112286
92,folk,1,0.45209288799061376
92,happy,1,0.3662115836277729
92,tak,1,0.1654566350923304
92,lif,1,0.24229500195608736
92,on,1,0.10599268869203596
92,tim,1,0.12968682524308792
92,nee,1,0.1188718885085129
